10,0,B38400,1000,15.038186
10,0,B38400,1000,15.038113
10,0,B38400,1000,5.038286
20,0,B38400,1000,5.037949
20,0,B38400,1000,15.583378
20,0,B38400,1000,15.584836
30,0,B38400,1000,5.311162
30,0,B38400,1000,15.038395
30,0,B38400,1000,25.310930
40,0,B38400,1000,45.584196
40,0,B38400,1000,35.312527
40,0,B38400,1000,35.038418
50,0,B38400,1000,25.857090
50,0,B38400,1000,35.857846
50,0,B38400,1000,46.142298
60,0,B38400,1000,35.311766
60,0,B38400,1000,56.954921
60,0,B38400,1000,-1
70,0,B38400,1000,75.311487
70,0,B38400,1000,35.311893
70,0,B38400,1000,25.584432
80,0,B38400,1000,45.596738
80,0,B38400,1000,65.324370
80,0,B38400,1000,65.858716
90,0,B38400,1000,-1
90,0,B38400,1000,-1
90,0,B38400,1000,-1
100,0,B38400,1000,46.678332
100,0,B38400,1000,64.227133
100,0,B38400,1000,-1
0,1,B38400,1000,18.038318
0,1,B38400,1000,18.038317
0,1,B38400,1000,18.038314
0,2,B38400,1000,31.038430
0,2,B38400,1000,31.038512
0,2,B38400,1000,31.038290
0,3,B38400,1000,44.038444
0,3,B38400,1000,44.038580
0,3,B38400,1000,44.038457
0,4,B38400,1000,57.038656
0,4,B38400,1000,57.038653
0,4,B38400,1000,57.038678
0,5,B38400,1000,70.043425
0,5,B38400,1000,70.038435
0,5,B38400,1000,70.038385
0,0,B2400,1000,50.622946
0,0,B2400,1000,50.623216
0,0,B2400,1000,50.622772
0,0,B4800,1000,26.299536
0,0,B4800,1000,26.299323
0,0,B4800,1000,26.299619
0,0,B9600,1000,14.166734
0,0,B9600,1000,14.166665
0,0,B9600,1000,14.166697
0,0,B19200,1000,8.071624
0,0,B19200,1000,8.071261
0,0,B19200,1000,8.071663
0,0,B38400,1000,5.037992
0,0,B38400,1000,5.038154
0,0,B38400,1000,5.038075
0,0,B57600,1000,4.017287
0,0,B57600,1000,4.017446
0,0,B57600,1000,4.017261
0,0,B115200,1000,3.025623
0,0,B115200,1000,3.025287
0,0,B115200,1000,3.025903
0,0,B38400,512,5.165595
