10,0,B38400,1000,11.170961
20,0,B38400,1000,12.067269666666668
30,0,B38400,1000,15.219136333333333
40,0,B38400,1000,38.64356966666667
50,0,B38400,1000,35.95086933333334
60,0,B38400,1000,46.1320085
70,0,B38400,1000,44.86847066666667
80,0,B38400,1000,58.92488866666667
90,0,B38400,1000,-1
100,0,B38400,1000,54.659907000000004
0,1,B38400,1000,17.588432666666666
0,2,B38400,1000,31.037165666666667
0,3,B38400,1000,44.03721766666666
0,4,B38400,1000,57.037477
0,5,B38400,1000,70.038858
0,0,B2400,1000,50.62841366666667
0,0,B4800,1000,26.294893666666667
0,0,B9600,1000,14.163790666666666
0,0,B19200,1000,8.069499333333333
0,0,B38400,1000,5.036267333333334
0,0,B57600,1000,4.015938666666667
0,0,B115200,1000,3.0242993333333335
0,0,B38400,512,4.645587333333333
0,0,B38400,1024,5.107208333333333
0,0,B38400,2048,5.354520666666667
0,0,B38400,4096,5.340473333333333
0,0,B38400,8192,6.429584000000001
0,0,B38400,16384,6.4311240000000005
0,0,B38400,32768,10.808190000000002
